latitude,longitude,acq_date,brightness,bright_t31,frp,confidence
-8.34154,17.63716,2024-08-24,367.0,308.47,17.54,h
16.68009,105.63905,2024-03-21,349.17,303.69,24.69,n
44.2771,-116.37088,2024-08-07,367.0,323.23,36.57,h
5.10934,25.48463,2024-03-28,343.84,294.81,10.22,n
-6.60448,-62.93675,2024-09-23,350.98,310.4,24.2,n
18.05556,-91.12847,2024-03-31,367.0,328.82,87.93,h
-14.64745,126.15623,2024-10-03,352.2,298.06,12.88,n
2.8226,24.45977,2024-02-23,353.96,280.23,26.64,n
33.40569,72.98202,2024-02-14,334.1,301.92,31.21,n
-5.70447,31.58393,2024-08-22,350.92,302.76,14.78,n
-15.2076,26.07434,2024-05-22,355.76,300.22,11.89,n
-12.7154,17.61276,2024-06-17,367.0,302.49,18.01,h
-9.55445,15.86439,2024-07-03,341.62,300.81,18.75,n
7.1405,25.41568,2025-01-05,367.0,312.38,18.02,h
-8.69422,18.24126,2024-07-19,367.0,309.12,59.52,h
4.2715,20.33556,2024-11-08,345.05,296.56,12.24,n
35.32863,44.13753,2024-06-30,353.2,318.23,17.08,n
-3.51912,-56.86058,2024-10-09,339.95,298.67,12.57,n
5.01807,31.78555,2024-12-03,367.0,297.2,14.37,h
52.19396,118.6185,2024-07-09,351.82,309.04,12.14,n
-4.29274,18.51139,2024-08-13,343.18,302.3,13.78,n
46.29853,49.82924,2024-04-11,353.65,313.45,32.86,n
53.002,-88.3471,2024-08-29,347.8,282.54,19.74,n
10.86604,34.75542,2024-11-20,338.7,305.15,15.16,n
54.85162,124.34327,2024-06-30,343.9,294.31,15.25,n
-5.80967,14.17091,2024-06-10,342.18,301.92,31.62,n
-15.96878,-62.55304,2024-08-14,367.0,302.31,22.53,h
7.47816,29.73498,2025-01-23,343.63,312.79,34.6,n
-13.44232,132.9006,2024-11-08,355.53,323.65,13.93,n
11.37202,-13.89422,2024-05-17,343.75,296.01,15.21,n
64.19418,120.38717,2024-08-04,353.33,326.53,62.55,n
-32.67939,116.25972,2024-09-17,345.36,302.41,17.42,n
-15.83923,-60.2284,2024-08-12,367.0,332.52,46.53,h
-11.23887,28.02658,2024-07-14,347.42,311.3,17.12,n
4.7705,28.58564,2024-03-04,344.48,310.45,13.28,n
7.24984,21.32181,2025-01-08,367.0,307.41,28.78,h
-6.7129,15.31559,2024-06-03,344.42,308.41,14.2,n
-16.7031,-55.9337,2024-10-08,338.18,300.51,22.56,n
-1.79088,15.20179,2024-08-13,332.15,295.96,12.39,n
-11.40525,-46.38628,2024-09-25,346.07,314.42,49.3,n
-2.19312,-60.01015,2024-02-22,331.85,291.36,26.45,n
-3.92755,17.96921,2024-08-30,346.85,290.11,18.16,n
18.60672,103.62817,2024-12-18,339.33,297.62,16.06,n
-11.87482,27.41498,2024-05-27,334.57,303.48,21.02,n
56.23455,120.85982,2024-06-26,367.0,297.06,11.75,h
20.38455,98.89075,2024-03-08,343.25,312.14,60.41,n
40.20498,-121.63158,2024-08-05,353.02,317.82,18.67,n
19.94137,-89.81016,2024-04-02,347.93,312.46,15.95,n
-4.21525,24.19301,2024-06-12,335.12,294.84,19.43,n
-24.90612,147.62372,2024-09-22,367.0,307.69,21.55,h
2.58291,22.52411,2024-02-10,354.8,300.31,80.45,n
-15.67392,38.99703,2024-11-03,347.66,312.13,25.57,n
-3.23532,-69.24436,2024-10-18,335.63,277.37,12.58,n
8.64613,32.35958,2025-01-23,342.28,294.93,10.55,n
-10.86067,25.56397,2024-05-17,367.0,299.44,12.32,h
-11.91062,30.20348,2024-09-21,356.39,314.77,14.52,n
-10.05155,37.91711,2024-07-25,356.1,304.97,10.92,n
61.29549,120.07491,2024-08-03,335.51,291.07,14.11,n
-16.22726,20.93686,2024-07-29,347.42,311.25,11.27,n
-10.63379,31.13801,2024-07-18,354.63,304.61,16.52,n
-7.7132,17.58247,2024-06-17,367.0,290.13,39.59,h
9.53781,-8.18576,2024-02-26,355.16,324.94,52.14,n
55.82063,-105.26669,2024-08-26,345.99,295.09,18.65,n
10.79467,-1.67229,2024-12-23,367.0,303.78,27.35,h
-14.20017,26.61182,2024-07-21,367.0,309.43,21.57,h
-24.79685,-57.16894,2024-12-16,340.62,302.26,10.48,n
8.44995,-63.55391,2024-02-19,349.84,315.49,110.41,n
7.07445,30.64714,2024-04-19,367.0,304.71,24.91,h
9.77856,18.95034,2024-03-22,355.11,310.45,24.15,n
7.44322,-68.82879,2025-01-17,334.82,302.24,15.72,n
61.34728,112.81013,2024-08-13,346.13,297.46,13.06,n
-15.44004,-62.07403,2024-09-05,367.0,300.05,34.71,h
13.87356,106.66729,2024-02-01,335.68,303.96,12.78,n
4.69084,30.99308,2024-12-31,347.36,313.1,32.81,n
-16.46183,-59.73635,2024-08-14,367.0,307.54,21.79,h
30.87675,5.64058,2024-10-16,342.18,296.67,12.25,n
-3.16976,25.59468,2024-09-11,367.0,295.55,17.89,h
-15.75712,17.4946,2024-08-06,355.78,317.99,18.25,n
45.60284,61.94833,2024-04-12,352.56,300.4,12.16,n
-8.62428,15.67551,2024-06-17,353.75,304.85,19.48,n
18.82188,97.92262,2024-04-03,352.83,310.93,10.34,n
-4.54307,-43.30725,2024-09-13,331.01,303.89,44.24,n
-5.98578,22.77538,2024-06-21,343.4,303.28,12.15,n
11.31452,1.22964,2024-11-09,349.37,307.73,12.16,n
3.71921,28.93102,2025-01-07,339.75,306.31,17.43,n
-30.73767,115.25357,2024-11-28,367.0,318.71,25.32,h
-8.34381,15.99317,2024-06-20,352.75,311.42,10.7,n
59.05061,119.894,2024-07-02,340.44,299.18,21.47,n
8.42576,21.29186,2025-01-24,367.0,308.64,13.91,h
-6.50382,-55.91912,2024-08-05,342.46,298.49,19.81,n
9.23519,31.37374,2024-03-06,349.73,308.78,72.73,n
-15.81089,-57.48367,2024-09-01,344.48,301.43,16.48,n
64.35226,-122.03502,2024-08-19,351.96,291.97,13.61,n
-4.71824,17.59282,2024-08-08,337.48,302.9,14.01,n
10.36002,35.10401,2024-12-31,355.03,306.89,10.2,n
32.49656,-116.61854,2025-01-23,367.0,292.32,39.38,h
9.53894,-66.69575,2024-04-16,335.39,299.57,64.72,n
9.51689,-64.28607,2024-02-29,342.99,304.18,17.66,n
19.29366,103.7155,2024-04-18,367.0,303.97,18.55,h
11.08784,104.92217,2024-04-24,344.56,302.42,15.05,n
61.13022,-110.39679,2024-08-12,367.0,304.23,171.02,h
52.25665,32.80857,2024-09-16,336.05,301.68,22.47,n
9.54123,33.53699,2024-12-23,353.23,314.25,17.84,n
64.39175,120.29347,2024-07-22,354.63,296.41,18.91,n
-3.73475,24.41434,2024-07-13,330.22,300.19,23.51,n
54.50882,115.66396,2024-08-18,327.18,292.91,10.01,n
-8.09161,28.52812,2024-06-28,347.08,310.09,16.62,n
-8.37702,15.41836,2024-04-21,350.34,299.2,11.61,n
-9.67057,-51.65084,2024-09-16,348.89,305.2,11.21,n
6.90749,0.24108,2025-01-12,347.09,302.14,10.12,n
-19.92735,-58.78831,2024-03-14,342.53,295.59,38.78,n
-14.62663,38.1963,2024-08-01,348.23,305.72,55.71,n
-13.44934,-58.09258,2024-08-27,349.51,305.5,19.21,n
-15.83022,-65.32962,2024-08-26,337.55,301.49,16.09,n
-11.54594,28.75513,2024-07-26,367.0,305.36,15.79,h
13.51405,-10.98493,2024-12-14,344.46,316.3,30.27,n
-15.84814,-55.57722,2024-09-10,346.2,300.11,12.34,n
64.49335,-116.27055,2024-07-27,351.89,316.8,81.58,n
31.27099,48.11281,2025-01-01,315.87,286.27,17.29,n
4.17288,29.55137,2025-02-01,345.88,306.48,13.19,n
-3.52082,23.95286,2024-06-18,347.79,293.63,19.29,n
-10.04856,22.0673,2024-08-20,345.53,316.16,10.14,n
8.47488,34.06563,2024-12-08,338.89,304.9,12.3,n
23.12174,93.20385,2024-03-12,351.48,319.42,17.97,n
-15.19261,-55.91366,2024-09-10,367.0,308.08,10.73,h
11.10252,5.58362,2025-01-11,342.0,311.69,10.53,n
-8.30899,24.98581,2024-07-18,347.41,307.33,48.18,n
12.25304,-13.06435,2024-03-27,355.71,314.54,10.83,n
-1.05017,-51.74153,2024-11-20,367.0,293.04,20.29,h
-18.20654,142.67622,2024-12-11,349.39,298.14,12.62,n
10.10685,-8.13589,2024-03-17,350.26,315.39,16.42,n
11.13925,-8.06263,2024-03-17,346.6,319.16,10.92,n
-6.7741,-58.66082,2024-07-27,342.66,298.96,107.13,n
31.13482,49.3243,2024-06-15,348.81,318.5,11.44,n
-6.44024,16.88121,2024-06-08,355.84,300.4,13.51,n
-7.76898,18.7797,2024-07-06,367.0,337.73,83.94,h
-13.20771,15.98713,2024-06-06,342.16,305.53,12.88,n
-14.56645,133.78105,2024-11-23,337.85,303.94,13.68,n
-5.00243,25.52833,2024-05-03,367.0,295.28,15.21,h
-9.85695,25.97337,2024-08-20,343.38,313.42,18.12,n
33.42019,-110.86352,2024-05-11,326.18,291.48,17.49,n
9.06326,-62.67825,2024-02-18,342.35,302.82,31.26,n
-21.61972,149.30083,2024-11-29,351.08,294.21,38.91,n
10.50768,4.2831,2025-01-14,367.0,311.98,10.53,h
17.63349,-88.55825,2024-05-03,353.49,315.52,24.22,n
-8.82727,-62.47238,2024-08-26,355.94,296.37,10.45,n
-10.72423,-49.9723,2024-06-12,356.13,308.53,10.88,n
-10.76798,22.69764,2024-07-19,353.46,306.43,12.26,n
-9.5024,-65.44369,2024-08-19,330.76,311.43,29.81,n
30.55598,47.33801,2024-09-29,367.0,296.49,13.9,h
11.06655,-10.1985,2024-12-17,367.0,311.45,15.23,h
-10.6845,-50.62889,2024-08-29,354.16,322.09,39.56,n
8.89132,-68.03075,2024-03-10,350.9,314.22,18.24,n
-14.8154,17.92877,2024-10-09,353.02,317.06,19.28,n
-10.07677,16.15966,2024-07-16,342.7,313.56,22.36,n
-10.82812,-57.55573,2024-08-10,352.4,295.49,10.55,n
-19.50256,-59.10982,2024-09-07,351.17,316.81,31.48,n
13.63228,-83.80203,2024-04-14,330.45,294.99,13.95,n
-13.18316,32.08233,2024-06-19,342.86,302.95,13.09,n
-11.59897,15.94971,2024-07-24,343.78,305.63,10.92,n
58.88928,-114.45546,2024-07-18,348.21,303.49,97.27,n
68.54277,134.31096,2024-07-15,337.65,307.2,41.56,n
9.92357,-12.68839,2024-04-22,344.25,309.53,17.8,n
22.37324,92.67628,2024-03-12,344.12,305.92,22.06,n
20.62263,94.34579,2024-03-16,356.33,304.71,12.25,n
-4.07758,19.36145,2024-08-22,342.43,279.56,16.93,n
11.29323,-6.73306,2024-02-20,345.96,318.74,16.37,n
1.17074,25.24003,2024-02-16,344.63,297.89,22.26,n
0.82576,-74.464,2024-02-23,351.97,293.75,14.61,n
-7.20038,16.45027,2024-08-16,347.3,299.45,11.56,n
-3.89902,25.3164,2024-05-22,354.92,301.56,30.77,n
5.88553,-70.1451,2024-10-11,339.96,282.89,18.82,n
-7.90662,22.47013,2024-06-12,367.0,302.08,11.38,h
60.59732,-120.40623,2024-07-16,348.51,306.57,214.97,n
6.23091,34.02001,2025-01-05,342.33,298.46,12.68,n
-13.63134,-64.60435,2024-07-20,345.93,306.48,20.06,n
6.86974,-68.61003,2024-12-23,351.82,295.77,22.19,n
53.05762,119.66155,2024-07-09,327.79,294.74,15.71,n
-8.65711,26.1551,2024-08-22,331.54,296.86,10.87,n
16.95916,106.21935,2024-04-24,347.06,300.77,79.11,n
9.10064,-67.51215,2025-01-10,367.0,298.92,33.47,h
62.44302,-123.20132,2024-08-12,367.0,290.53,177.04,h
-3.7368,17.36875,2024-09-07,335.99,295.09,10.09,n
-10.78369,-53.0263,2024-08-31,338.83,308.47,20.13,n
-16.4076,18.88866,2024-07-15,347.88,315.61,35.85,n
-16.68753,23.98713,2024-08-09,347.73,314.72,30.75,n
57.10474,66.10801,2024-10-19,341.38,281.73,14.15,n
10.67657,-12.29558,2024-04-13,337.99,299.72,28.5,n
47.45605,39.97841,2024-09-25,351.64,304.26,14.24,n
0.82744,-60.4937,2024-03-31,330.88,295.0,18.06,n
-12.84584,26.13353,2024-08-15,352.73,320.34,24.43,n
-7.80082,18.87092,2024-06-22,334.97,294.25,24.03,n
55.62961,125.28394,2024-07-11,348.09,300.05,10.23,n
25.70518,84.4415,2024-04-14,346.89,298.67,14.56,n
-13.70712,-58.14556,2024-08-28,348.63,299.85,32.48,n
-18.01878,-58.61134,2024-10-01,352.96,295.43,30.52,n
-9.30015,17.6801,2024-05-30,342.6,309.03,15.45,n
31.2717,48.11255,2024-07-16,367.0,306.6,23.01,h
18.45903,104.00968,2024-04-27,342.37,299.67,27.16,n
-12.44303,14.3146,2024-08-16,344.0,310.77,46.57,n
-1.82544,15.23478,2024-06-04,342.69,299.34,11.43,n
-1.62664,-53.3125,2024-11-22,367.0,302.19,26.29,h
-13.89101,17.94106,2024-07-24,367.0,307.62,12.68,h
66.43925,147.93599,2024-06-16,348.01,293.75,34.86,n
12.94038,13.45396,2024-11-04,341.33,308.65,10.27,n
12.26311,28.66253,2024-03-06,345.63,312.72,10.16,n
10.53321,33.1734,2024-11-22,336.34,302.32,10.25,n
8.86334,32.54655,2024-04-30,353.79,306.7,11.02,n
62.46936,-122.12148,2024-08-10,334.6,300.04,13.25,n
-6.89065,24.38766,2024-06-25,348.27,307.11,15.09,n
-11.59758,21.51691,2024-05-31,337.24,307.17,14.09,n
-26.17928,149.76071,2024-08-26,367.0,303.48,22.17,h
-9.77902,-65.28397,2024-08-21,351.77,305.65,22.81,n
-16.82806,136.54373,2024-10-11,356.45,317.86,15.42,n
-14.27457,26.69899,2024-07-24,346.33,311.35,12.41,n
-16.64933,-59.424,2024-08-01,354.58,303.93,116.89,n
2.91599,29.32299,2024-02-20,355.99,290.28,13.81,n
-10.53034,33.05669,2024-09-22,349.64,317.73,10.84,n
-10.49709,-64.37257,2024-08-19,351.03,292.42,22.15,n
-8.33639,21.23457,2024-06-04,340.6,305.28,19.74,n
-6.65326,17.20629,2024-05-29,349.82,312.92,63.31,n
7.54379,24.31282,2024-02-01,355.98,308.37,30.82,n
9.33923,29.03303,2024-12-27,341.76,310.54,11.84,n
-16.68269,35.82826,2024-09-30,354.78,310.12,15.7,n
-34.57707,20.03161,2025-01-11,341.22,299.63,71.68,n
-17.77692,33.17148,2024-09-13,346.44,307.95,17.06,n
8.87518,32.60907,2024-03-25,355.6,314.05,27.79,n
-2.29803,14.56533,2024-07-10,345.49,298.9,43.55,n
8.03704,-10.76502,2024-04-29,342.99,297.58,12.88,n
-19.69456,-46.78076,2024-09-06,339.86,304.33,46.39,n
9.37829,31.04486,2024-03-28,367.0,297.05,21.02,h
18.48814,-102.0394,2024-05-19,353.66,298.03,13.14,n
-22.47076,-57.18057,2024-07-27,340.25,305.04,44.6,n
5.92866,17.03453,2024-12-18,335.67,304.96,10.37,n
-12.71089,-67.82787,2024-09-23,352.94,306.09,23.25,n
-6.36857,26.04961,2024-08-20,338.99,308.14,18.41,n
-17.55866,36.88912,2024-11-11,352.35,303.39,22.96,n
11.29536,1.19245,2024-11-19,354.97,312.6,16.25,n
-15.59157,38.19944,2024-09-13,349.06,316.17,28.54,n
-9.33273,17.21867,2024-07-29,353.25,306.99,32.59,n
-21.29338,116.26972,2024-02-11,367.0,311.08,26.94,h
-19.18866,-57.34588,2024-06-24,353.93,298.59,11.16,n
-8.95345,19.30677,2024-07-26,350.17,306.35,82.34,n
-8.29931,19.70774,2024-07-09,329.32,301.35,73.15,n
37.0535,-96.08991,2024-04-14,367.0,301.73,54.87,h
-24.90036,30.34842,2024-05-02,355.7,305.42,21.89,n
45.07154,133.35088,2024-04-12,346.68,266.03,80.69,n
-9.30775,31.74891,2024-09-20,342.51,308.65,32.03,n
64.86113,-123.7804,2024-08-11,341.77,294.12,25.96,n
27.70903,-107.68885,2024-05-25,367.0,316.07,14.64,h
11.08886,-13.03659,2024-05-12,332.96,296.77,42.77,n
-10.85009,34.16801,2024-11-04,352.62,312.27,15.59,n
-7.91469,-44.99736,2024-08-22,352.64,311.4,15.88,n
-5.19135,16.44145,2024-05-31,347.54,285.03,14.12,n
10.31354,36.20518,2024-02-06,339.14,300.85,13.25,n
-15.40936,21.97839,2024-06-26,352.04,315.26,22.12,n
-2.91585,18.02074,2024-08-05,333.94,293.12,17.85,n
-17.20541,129.92618,2025-01-13,353.32,287.95,12.89,n
4.44217,19.62066,2024-12-31,367.0,305.36,10.75,h
-11.76368,-51.33841,2024-09-30,353.17,315.79,21.66,n
-9.20756,25.31141,2024-08-23,340.99,303.75,21.37,n
-15.32009,22.01886,2024-09-14,354.39,325.72,16.58,n
41.97429,22.09242,2024-07-29,341.82,306.8,20.0,n
-8.59219,18.67295,2024-06-12,333.17,298.28,14.65,n
-20.27515,139.6129,2024-11-14,335.33,302.39,10.75,n
-9.44584,-44.6027,2024-08-07,367.0,303.56,14.92,h
-29.69487,-62.1796,2024-08-13,348.34,295.91,13.21,n
12.91508,-8.41173,2024-12-28,367.0,311.89,13.63,h
-17.8141,138.91273,2024-09-30,354.5,312.26,12.19,n
-13.57649,-63.21415,2024-09-03,342.91,309.32,34.89,n
10.5314,3.39047,2024-02-12,352.04,319.33,12.88,n
-6.18598,25.68894,2024-08-03,336.66,306.59,17.24,n
-11.10397,-47.04712,2024-06-14,340.4,299.66,38.53,n
6.01718,26.53171,2025-01-29,338.41,303.53,11.23,n
-10.22113,23.13989,2024-07-17,343.17,299.68,15.42,n
-7.4718,-40.14273,2024-11-18,337.77,307.25,27.06,n
11.05328,32.41702,2024-03-28,367.0,316.66,20.76,h
-4.999,15.59432,2024-09-26,367.0,292.47,29.93,h
22.37083,96.877,2024-03-06,352.54,308.81,13.91,n
10.22214,35.05101,2024-02-13,351.49,303.75,26.69,n
31.64642,-89.71314,2024-10-02,367.0,298.49,25.42,h
-17.92146,22.8411,2024-08-06,351.87,316.23,13.32,n
-10.60836,26.98206,2024-07-25,367.0,313.21,12.68,h
-18.56615,142.26004,2024-11-02,335.5,301.28,10.2,n
6.75763,-5.46413,2024-02-23,367.0,298.18,11.84,h
64.823,-120.82911,2024-08-17,342.24,299.37,16.49,n
-10.37498,15.73024,2024-08-02,347.12,308.56,21.31,n
5.87682,36.22934,2024-02-27,344.12,293.74,10.9,n
-17.28689,-59.36486,2024-07-28,335.85,299.53,77.87,n
-20.42019,33.24096,2024-07-12,343.47,307.96,11.65,n
-25.84358,28.72948,2024-07-05,343.18,307.01,79.0,n
-11.59326,15.35194,2024-08-26,340.37,310.07,33.32,n
43.91894,-119.25726,2024-07-21,352.1,312.61,18.81,n
27.82334,-107.50917,2024-05-19,354.3,322.23,40.94,n
-6.34526,21.14998,2024-08-12,333.46,305.77,57.02,n
-13.27551,30.13065,2024-07-13,351.94,311.23,11.97,n
-11.26804,-45.40933,2024-09-28,367.0,315.06,26.52,h
45.71657,124.99967,2024-11-13,352.39,283.91,132.71,n
-13.48176,-56.63081,2024-09-11,367.0,298.7,23.61,h
7.30263,-67.42163,2024-03-20,367.0,302.44,32.86,h
-11.53245,14.64692,2024-09-21,349.02,297.01,11.69,n
-21.66928,-45.22099,2024-07-18,367.0,308.78,11.06,h
-9.08374,29.63252,2024-07-31,354.56,307.52,37.95,n
-5.4287,26.05551,2024-07-05,330.51,295.83,39.92,n
-7.60589,111.57162,2024-09-24,341.23,293.58,20.11,n
7.48192,32.24827,2024-12-29,340.53,302.92,26.75,n
-15.22082,13.9773,2024-10-26,343.8,311.07,10.66,n
-10.80697,28.68869,2024-07-22,367.0,299.07,64.25,h
-15.83855,38.88282,2024-11-25,346.05,313.14,13.24,n
7.87356,-1.1717,2024-02-22,340.46,309.87,15.59,n
-9.34606,13.37738,2024-05-29,347.41,306.57,15.98,n
59.61142,-118.66756,2024-08-12,344.15,310.44,13.97,n
-5.76244,16.00237,2024-07-25,367.0,300.29,12.07,h
-21.56159,-57.98227,2024-10-23,367.0,292.96,14.63,h
-9.24633,24.32405,2024-09-11,355.44,301.12,14.55,n
-25.08921,32.36584,2024-08-11,347.07,311.93,24.24,n
40.66743,-92.76956,2024-03-28,355.72,299.58,10.62,n
-20.32382,134.87822,2024-05-05,353.63,297.64,10.46,n
18.91185,104.12129,2024-03-28,367.0,293.42,13.15,h
-5.66818,27.80092,2024-07-01,353.12,303.82,17.13,n
-20.05176,-47.8104,2024-07-28,333.77,294.61,74.55,n
-5.6181,26.32487,2024-06-24,367.0,301.39,11.59,h
-2.92779,14.27024,2024-07-27,348.37,309.54,38.84,n
-18.11155,36.65286,2025-01-06,348.56,307.18,13.01,n
10.23031,18.63693,2024-11-22,336.86,306.02,17.02,n
7.7758,7.38739,2024-12-04,367.0,307.02,22.59,h
-9.3473,25.83867,2024-09-05,340.4,303.24,44.43,n
-18.76237,34.84653,2024-09-30,354.53,316.24,29.48,n
-16.40124,-60.28288,2024-09-06,343.85,295.78,10.03,n
-13.97731,18.68858,2024-09-03,348.52,307.03,12.88,n
8.06374,18.33289,2024-02-25,352.35,295.13,15.59,n
63.22504,120.67912,2024-07-20,337.29,311.47,52.27,n
-8.66371,27.03805,2024-04-22,352.06,296.01,28.91,n
18.68742,-91.18343,2024-05-23,343.64,313.0,14.88,n
20.85807,98.131,2024-03-05,341.52,306.57,13.14,n
-14.97509,20.67138,2024-10-17,343.04,308.56,14.34,n
-9.30163,18.56347,2024-08-12,335.43,300.6,20.81,n
-2.98269,-50.30146,2024-11-09,341.27,305.65,11.81,n
8.27019,24.14815,2025-01-01,343.89,312.01,70.98,n
-6.94699,32.59781,2024-06-22,341.96,302.52,10.57,n
13.94854,106.33133,2024-02-22,334.13,300.55,17.43,n
45.3336,63.99439,2024-04-05,367.0,300.71,10.25,h
0.73847,-59.60192,2024-12-28,333.45,294.88,10.4,n
64.9433,-119.18273,2024-07-02,327.38,293.4,18.85,n
16.04848,-4.66185,2025-01-22,347.97,315.95,13.75,n
-5.48421,23.84643,2024-04-18,349.64,299.47,21.44,n
10.64854,5.85011,2025-01-06,354.71,315.37,36.28,n
12.9413,120.87804,2024-04-23,345.83,294.34,11.06,n
-3.423,23.46936,2024-08-03,341.12,300.23,23.89,n
6.81439,27.10419,2025-01-08,367.0,308.62,12.52,h
9.35573,22.64034,2024-12-26,355.98,314.44,14.62,n
-16.39664,179.37483,2024-09-15,339.12,300.62,10.66,n
24.12415,52.6919,2024-03-01,336.05,294.74,45.43,n
5.9491,35.3222,2025-01-06,350.4,306.22,15.62,n
16.88577,105.52855,2024-02-19,330.04,299.35,15.85,n
-10.0387,25.04334,2024-09-16,350.39,321.42,425.64,n
-14.60744,-63.53328,2024-08-30,351.38,301.04,14.49,n
42.68716,-111.59746,2024-10-07,336.54,273.18,12.06,n
49.36633,34.53665,2024-09-16,367.0,301.7,34.52,h
-16.02996,133.85866,2024-11-11,367.0,296.48,12.03,h
-7.75786,15.96908,2024-08-27,337.61,306.17,38.0,n
61.92387,-110.35675,2024-08-11,354.13,293.23,109.77,n
29.83876,75.8157,2024-05-06,354.45,319.93,17.74,n
7.24407,-0.42031,2024-02-07,367.0,308.38,17.87,h
-23.5997,133.26796,2025-01-31,355.7,319.08,10.01,n
2.02029,32.00311,2024-02-23,348.85,300.07,12.02,n
-18.27261,-57.39997,2024-08-03,367.0,342.05,219.64,h
-21.25808,146.77017,2025-01-11,352.23,297.46,13.11,n
-8.26163,29.55857,2024-08-07,349.5,298.51,10.25,n
19.47773,94.66963,2024-03-26,367.0,301.49,16.67,h
62.87579,124.95899,2024-08-17,335.73,297.55,33.51,n
17.36379,105.45382,2024-04-09,345.53,294.68,42.03,n
-8.9108,-65.3232,2024-09-12,344.84,305.66,10.26,n
-13.55905,35.70435,2024-09-19,344.62,308.34,11.27,n
-18.31586,-52.87418,2024-06-21,331.16,303.87,31.03,n
44.51345,125.56303,2024-04-19,341.44,299.58,10.96,n
24.04247,96.13923,2024-03-12,341.1,301.28,13.83,n
-4.09039,19.48078,2024-08-22,330.21,288.18,22.6,n
9.17892,8.6413,2024-12-18,350.57,313.54,17.77,n
-7.80246,22.5222,2024-06-12,345.2,301.87,28.44,n
-15.2333,144.04224,2024-12-11,356.21,296.74,11.37,n
21.69418,102.90729,2024-03-04,353.01,307.4,18.34,n
40.50027,-110.92446,2024-10-12,367.0,328.67,27.93,h
-12.02198,22.9495,2024-06-19,355.19,301.29,10.72,n
-4.35298,19.69705,2024-08-08,336.91,302.61,170.34,n
9.02488,21.30074,2024-12-10,347.1,309.53,35.57,n
4.17157,26.92963,2025-01-04,353.6,310.91,61.4,n
-16.67209,-60.49597,2024-09-09,342.01,309.94,13.25,n
59.70781,-119.14045,2024-08-09,367.0,298.52,61.6,h
10.97543,-7.14226,2024-02-03,351.09,315.41,32.54,n
-19.32284,47.95136,2024-11-14,343.33,298.7,12.94,n
5.66976,29.25049,2025-01-12,367.0,332.57,136.08,h
8.15982,19.24419,2025-01-27,342.28,309.58,12.78,n
-17.63138,-59.24001,2024-08-20,353.48,303.14,18.81,n
-2.51507,16.47204,2024-08-28,349.11,301.08,10.16,n
49.29824,136.22435,2024-04-30,341.93,288.08,18.36,n
1.90515,25.38365,2024-02-28,346.05,296.19,27.58,n
-7.88442,17.35966,2024-04-29,340.74,300.0,12.36,n
-13.57484,20.96079,2024-07-25,367.0,305.79,15.19,h
6.54468,28.01078,2024-12-19,334.59,294.32,13.67,n
67.70366,158.9111,2024-06-23,342.97,297.18,12.94,n
25.46408,76.9619,2024-03-18,367.0,304.79,12.71,h
-21.86598,32.54113,2024-09-13,351.24,303.2,10.22,n
-8.80325,-62.48373,2024-08-22,340.14,304.04,13.43,n
-11.87405,-50.89743,2024-08-31,367.0,318.34,61.12,h
-15.35827,25.1646,2024-06-04,354.37,318.83,21.14,n
6.08589,34.30148,2025-01-13,344.02,297.36,15.98,n
9.11807,31.05854,2024-05-01,354.53,308.87,21.52,n
4.42064,32.97477,2024-12-31,341.15,307.69,15.11,n
-10.86209,21.51518,2024-09-14,352.54,316.6,31.04,n
18.42756,-89.32545,2024-09-12,341.88,294.18,12.75,n
-12.73047,36.20299,2024-11-20,344.32,309.94,12.63,n
13.23318,-15.4615,2024-05-06,355.49,321.64,30.66,n
12.36338,-8.75814,2024-05-02,343.77,299.18,10.75,n
4.57807,17.90545,2024-03-28,350.54,307.05,12.58,n
-5.60759,18.35504,2024-08-01,340.33,305.19,37.13,n
-9.68966,18.64034,2024-07-06,350.43,317.91,25.62,n
-18.7714,138.52364,2024-10-10,367.0,293.1,15.4,h
34.84966,45.71162,2024-09-27,367.0,337.54,35.44,h
-8.90035,25.25083,2024-08-26,343.13,301.35,19.25,n
-8.35137,38.91354,2024-09-28,367.0,329.06,75.66,h
-11.67518,-47.69707,2024-10-03,344.67,312.69,59.42,n
-9.88554,38.26212,2024-08-01,338.35,305.65,10.27,n
9.13821,14.53612,2025-01-28,367.0,311.14,11.26,h
-16.43769,-60.16462,2024-08-06,351.46,317.02,15.24,n
-13.0352,16.68859,2024-06-06,335.86,301.8,10.47,n
34.56712,75.16439,2024-11-29,336.78,289.52,15.9,n
16.04205,106.4743,2024-04-04,337.02,305.79,20.22,n
-5.20211,17.13771,2024-08-22,338.44,279.4,15.04,n
-7.23312,33.89843,2024-08-10,344.84,309.43,14.84,n
-11.8755,17.46578,2024-10-12,367.0,306.25,20.41,h
-12.50651,131.51979,2024-06-07,347.36,303.9,15.76,n
1.03681,109.71028,2024-09-01,338.78,294.45,11.74,n
-17.70262,-58.05653,2024-08-20,367.0,302.09,35.24,h
-7.88198,114.15589,2024-10-10,341.56,306.94,12.79,n
28.34577,85.39182,2025-01-31,355.28,285.97,13.91,n
15.70345,79.96058,2024-03-29,342.99,307.23,13.89,n
5.0197,-69.8556,2024-12-09,354.68,293.87,11.34,n
